anchor,positive,negative
"modern sporty kimono kimono sky blue polyester luxury, rainy weather, dark skin, urban, autumn, cold weather","camo tailored cardigans cardigans sky blue corduroy hot weather, minimalist, luxury, patterned, layering, office wear, autumn","neutral preppy hoodies & jackets hoodies & jackets black modal casual, cold weather, edgy, travel friendly, floral, streetwear"
"slim fit bold beach wear beach wear sky blue modal oversized, winter, edgy, office wear, minimalist, eco-friendly","urban rustic t-shirts t-shirts sky blue jacquard dark skin, curvy friendly, skinny friendly, layering, old money, sporty, stripes, vintage","trendy comfy kimono kimono brown velvet fair skin, layering, cold weather, party wear, office wear, urban, beach wear"
"slim fit textured coats coats sky blue modal oversized, business casual, old money, vintage, festival, polka dot, y2k","smart comfy coats coats checked fleece slim fit, checked, y2k, sporty, summer, athleisure, streetwear, festival","camo relaxed shorts shorts peach silk edgy, autumn, patterned, athleisure, streetwear, festival, spring, tall friendly"
"chic functional beach wear beach wear navy leather spring, formal, dark skin, minimalist, neutral skin","oversized preppy beach wear beach wear brown denim preppy, checked, urban, stripes, layering","structured sporty track pants track pants charcoal rayon preppy, checked, summer, festival, travel friendly, petite friendly, casual, party wear"
"wide leg smart sweatshirts sweatshirts tan wool hipster, casual, business casual, hot weather, layering, checked","preppy elegant sweatshirts sweatshirts camouflage wool tall friendly, athleisure, y2k, cold weather, monochrome","casual tailored denim jackets denim jackets red polyester fair skin, summer, eco-friendly, polka dot, stripes, skinny friendly, formal"
"tailored heritage chinos chinos navy bamboo monochrome, winter, streetwear, y2k, floral, travel friendly, tall friendly, minimalist","statement elegant cardigans cardigans navy modal medium skin, urban, checked, hot weather, luxury, minimalist","oversized bright utility pants utility pants black cotton fair skin, festival, winter, autumn, sporty, tall friendly, edgy"
off-white kimono bamboo,"urban bright kimono kimono red tencel office wear, hot weather, slim fit, medium skin, monochrome","comfy edgy coats coats orange bamboo cold weather, cottagecore, urban, polka dot, curvy friendly, eco-friendly, y2k"
"tailored bold coats coats pink silk neutral skin, cottagecore, autumn, party wear, medium skin, edgy","wide leg wide leg sweatshirts sweatshirts pink rayon beach wear, medium skin, winter, layering, luxury","sporty slim fit beach wear beach wear camouflage fleece summer, edgy, preppy, stripes, travel friendly"
"preppy modern joggers & pants joggers & pants white rayon beach wear, streetwear, polka dot, preppy, monochrome","wide leg neutral denim jackets denim jackets white bamboo y2k, cottagecore, rainy weather, beach wear, formal","elegant chic t-shirts t-shirts olive velvet curvy friendly, comfy, vintage, neutral skin, beach wear"
"dynamic trendy t-shirts t-shirts crimson corduroy oversized, monochrome, fair skin, streetwear, medium skin","neutral refined t-shirts t-shirts teal wool cottagecore, polka dot, curvy friendly, floral, casual, preppy","lightweight camo sweatshirts sweatshirts blush corduroy curvy friendly, office wear, beach wear, party wear, fair skin, slim fit, eco-friendly, petite friendly"
"bold statement coats coats charcoal jacquard business casual, monochrome, skinny friendly, cold weather, formal","minimalist functional coats coats sky blue cotton stripes, minimalist, checked, slim fit, medium skin, fair skin, oversized","textured elegant oversize tee oversize tee green leather beach wear, checked, cold weather, fair skin, dark skin, layering, comfy, streetwear"
"lightweight camo polos polos crimson denim urban, casual, comfy, festival, office wear, petite friendly, checked","retro soft kimono kimono crimson velvet business casual, patterned, festival, spring, tall friendly, vintage, winter, formal","smart oversized shorts shorts coral linen stripes, edgy, preppy, vintage, fair skin, beach wear"
"minimalist patterned hoodies & jackets hoodies & jackets olive linen summer, dark skin, petite friendly, urban, medium skin","refined lightweight denim jackets denim jackets olive bamboo medium skin, office wear, luxury, festival, cold weather","minimalist camo polos polos tie-dye corduroy office wear, business casual, monochrome, dark skin, floral"
"comfy layered t-shirts t-shirts mustard bamboo sporty, cottagecore, summer, travel friendly, floral, petite friendly, polka dot","vintage heritage t-shirts t-shirts tie-dye rayon floral, medium skin, business casual, checked, sporty, monochrome, slim fit, skinny friendly","lightweight preppy shorts shorts black polyester festival, party wear, eco-friendly, beach wear, medium skin, tall friendly, spring"
peach chinos polyester,"bright oversized chinos chinos maroon denim office wear, vintage, skinny friendly, slim fit, layering, formal","functional casual tanks tanks navy velvet athleisure, streetwear, checked, curvy friendly, party wear, cottagecore, polka dot, travel friendly"
"structured sporty blazers blazers maroon velvet minimalist, fair skin, skinny friendly, travel friendly, hot weather, preppy","minimalist patterned blazers blazers olive bamboo festival, vintage, autumn, business casual, urban, oversized, preppy","refined vintage utility pants utility pants multi-color corduroy office wear, cottagecore, y2k, athleisure, monochrome, old money, fair skin"
"elegant statement hoodies & jackets hoodies & jackets pink rayon stripes, tall friendly, rainy weather, hot weather, spring, floral","soft minimalist hoodies & jackets hoodies & jackets charcoal corduroy patterned, medium skin, preppy, cold weather, sporty, hot weather","patterned elegant joggers & pants joggers & pants brown cotton y2k, cold weather, slim fit, petite friendly, autumn, athleisure, winter, polka dot"
"relaxed layered track pants track pants sky blue jacquard cold weather, beach wear, business casual, medium skin, luxury","relaxed textured track pants track pants sky blue jacquard stripes, hot weather, patterned, monochrome, dark skin","sporty chic beach wear beach wear blush linen petite friendly, summer, monochrome, stripes, cottagecore"
"statement classic oversize tee oversize tee nude cotton formal, office wear, checked, business casual, cottagecore, slim fit","oversized patterned polos polos nude polyester athleisure, winter, hot weather, business casual, streetwear","rustic elegant t-shirts t-shirts olive tencel dark skin, cottagecore, neutral skin, checked, skinny friendly, medium skin"
"patterned chic cardigans cardigans black bamboo autumn, patterned, checked, dark skin, skinny friendly, cottagecore, minimalist","wide leg minimalist cardigans cardigans tan polyester cottagecore, stripes, streetwear, medium skin, luxury, hipster","sporty wide leg chinos chinos nude wool edgy, y2k, minimalist, luxury, checked, stripes, skinny friendly"
"rustic statement track pants track pants pink jacquard monochrome, fair skin, business casual, summer, casual, stripes, urban, layering","edgy classic track pants track pants polka dot velvet vintage, casual, party wear, monochrome, slim fit, autumn, dark skin","trendy slim fit coats coats olive linen business casual, slim fit, checked, luxury, old money, neutral skin, monochrome"
"tailored bold shorts shorts black bamboo cold weather, hipster, travel friendly, checked, monochrome, dark skin, edgy, sporty","soft elegant utility pants utility pants black linen cottagecore, polka dot, skinny friendly, checked, urban, party wear, layering","trendy layered hoodies & jackets hoodies & jackets pastel green denim office wear, monochrome, old money, luxury, y2k"
"soft edgy utility pants utility pants maroon wool vintage, neutral skin, oversized, casual, medium skin, festival, floral, business casual","chic structured utility pants utility pants teal rayon floral, autumn, hot weather, travel friendly, polka dot, streetwear","rustic functional polos polos pastel green corduroy stripes, beach wear, fair skin, slim fit, curvy friendly"
"structured layered tanks tanks polka dot linen office wear, vintage, slim fit, polka dot, skinny friendly, tall friendly","luxury functional track pants track pants polka dot velvet rainy weather, winter, neutral skin, monochrome, y2k, cold weather, slim fit","classic heritage shorts shorts peach modal minimalist, spring, luxury, skinny friendly, hot weather, travel friendly, edgy, hipster"
"tailored vintage kimono kimono coral denim casual, skinny friendly, comfy, sporty, office wear","vintage lightweight kimono kimono charcoal corduroy curvy friendly, polka dot, medium skin, comfy, summer, winter, dark skin, formal","essential tailored chinos chinos sky blue bamboo summer, urban, dark skin, spring, neutral skin, medium skin, skinny friendly, travel friendly"
"comfy textured denim jackets denim jackets nude modal spring, casual, polka dot, comfy, cottagecore, autumn, dark skin","structured casual denim jackets denim jackets teal velvet preppy, curvy friendly, comfy, festival, y2k, slim fit, petite friendly","dynamic oversized polos polos orange tencel rainy weather, stripes, fair skin, summer, formal"
"statement layered tanks tanks striped modal curvy friendly, patterned, stripes, vintage, beach wear, hipster, preppy, petite friendly","trendy patterned tanks tanks pastel blue wool stripes, streetwear, sporty, party wear, autumn, winter, casual, dark skin","bright soft track pants track pants pastel pink cotton polka dot, beach wear, stripes, comfy, formal, monochrome, layering, party wear"
